University,City,Country,Program Name,Deadline,Fees,TOEFL Score,GRE Score,GMAT Score,IELTS Score
leibniz university of hannover,hannover,germany,M.S Mechatronics and Robotics,Application Deadline For Summer Intake (30th Nov 2023),"69,949",79,,,6
leibniz university of hannover,hannover,germany,M.S Mechanical Engineering,Application Deadline For Summer Intake (30th Nov 2023),"69,949",79,,,6
leibniz university of hannover,hannover,germany,M.S Architecture and Urban Design,Application Deadline For Summer Intake (30th Nov 2023),"69,949",79,,,6
leibniz university of hannover,hannover,germany,M.S International Horticulture,Application Deadline For Summer Intake (30th Nov 2023),"69,949",79,,,6
leibniz university of hannover,hannover,germany,M.S Computer Engineering,Application Deadline For Summer Intake (30th Nov 2023),"69,949",79,,,6
leibniz university of hannover,hannover,germany,M.S Water Resources and Environmetal Management,Application Deadline For Summer Intake (30th Nov 2023),"69,949",79,,,6
cranfield university,bedford,uk,M.B.A,Application Deadline (3rd Jul 2024),44.7,7,65,600,100
cranfield university,bedford,uk,M.A Cyber Defence and Information Assurance,Application Deadline (3rd Jul 2024),26.9,7,65,317,100
cranfield university,bedford,uk,M.Sc Applied Artificial Intelligence,Application Deadline (3rd Jul 2024),26.9,7,65,317,100
cranfield university,bedford,uk,M.Sc Robotics,Application Deadline (3rd Jul 2024),26.9,7,65,317,100
cranfield university,bedford,uk,M.Sc Management,Application Deadline (3rd Jul 2024),32.6,7,65,317,100
cranfield university,bedford,uk,E.M.B.A,Application Deadline (3rd Jul 2024),44.7,7,65,600,100
arcadia university,glenside,usa,M.B.A,Application Deadline For Fall Intake (1st May 2024),26.2,450,6.5,86,298
arcadia university,glenside,usa,M.Ed Reading Education,Application Deadline For Fall Intake (1st May 2024),26.2,,,,
arcadia university,glenside,usa,B.A Education Studies,Application Deadline For Fall Intake (1st May 2024),39.5,,,,
arcadia university,glenside,usa,M.Ed Social Studies Education,Application Deadline For Fall Intake (1st May 2024),26.2,,,,
arcadia university,glenside,usa,B.A Computer Science,Application Deadline For Fall Intake (1st May 2024),39.5,,,,
arcadia university,glenside,usa,M.Ed Counseling - Trauma,Application Deadline For Fall Intake (1st May 2024),26.2,,,,
code university of applied sciences,berlin,germany,B.A Interaction Design,Application Deadline For 2024 Intake (1st Jun 2024),11.2,,,,
code university of applied sciences,berlin,germany,B.S Software Engineering,Application Deadline For 2024 Intake (1st Jun 2024),11.2,,,,
code university of applied sciences,berlin,germany,B.A Product Management,Application Deadline For 2024 Intake (1st Jun 2024),11.2,,,,
university of new new orleans,orleans,usa,M.S Civil Engineering,Application Deadline For Spring Intake (15th Nov 2023),20.4,6.5,58,296,79
university of new new orleans,orleans,usa,M.S Hospitality and Tourism Management,Application Deadline For Spring Intake (15th Nov 2023),20.4,79,58,,6.5
university of new new orleans,orleans,usa,M.S Computer Science,Application Deadline For Spring Intake (15th Nov 2023),20.4,79,58,,6.5
university of new new orleans,orleans,usa,M.S Naval Architecture and Marine Engineering,Application Deadline For Spring Intake (1st Dec 2023),20.4,79,58,,6.5
university of new new orleans,orleans,usa,B.S Computer Science,Application Deadline (15th Apr 2024),39.6,79,58,,6.5
university of new new orleans,orleans,usa,B.S Mathematics,Application Deadline (15th Apr 2024),39.6,79,58,,6.5
georgia southern university,savannah,usa,B.B.A Marketing,Application Deadline For Spring Intake 1 (1st Dec 2023),29.1,69,1030,21,6
georgia southern university,savannah,usa,B.S Education - Special Education,Application Deadline For Spring Intake 1 (1st Dec 2023),29.1,69,1030,21,6
georgia southern university,savannah,usa,B.S Biochemistry,Application Deadline For Spring Intake 1 (1st Dec 2023),29.1,69,1030,21,6
georgia southern university,savannah,usa,B.S Computer Science,Application Deadline For Spring Intake 1 (1st Dec 2023),29.1,69,1030,21,6
georgia southern university,savannah,usa,B.S Chemistry,Application Deadline For Spring Intake 1 (1st Dec 2023),29.1,69,1030,21,6
georgia southern university,savannah,usa,B.A Business Economics,Application Deadline For Spring Intake 1 (1st Dec 2023),29.1,69,1030,21,6
south dakota school of mines  technology rapid,city,usa,M.S Computational Sciences and Robotics,Application Deadline (1st Sep 2024),12.4,,,,
south dakota school of mines  technology rapid,city,usa,M.S Civil and Environmental Engineering,Application Deadline (1st Sep 2024),12.4,,,,
south dakota school of mines  technology rapid,city,usa,M.S Biomedical Engineering,Application Deadline (1st Sep 2024),12.4,6.5,56,296,83
south dakota school of mines  technology rapid,city,usa,M.S Electrical Engineering,Application Deadline (1st Sep 2024),12.4,,,,
south dakota school of mines  technology rapid,city,usa,M.S Chemical Engineering,Application Deadline (1st Sep 2024),12.4,,,,
south dakota school of mines  technology rapid,city,usa,M.S Mechanical Engineering,Application Deadline (1st Sep 2024),12.4,,,,
de montfort university,leicester,uk,M.D.S Data Science,Application Deadline For January 2024 Intake (1st Nov 2023),17.3,6,59,308,88
de montfort university,leicester,uk,M.B.Aaw,Application Deadline For January 2024 Intake (1st Nov 2023),19.5,6,59,308,88
de montfort university,leicester,uk,M.Sc Data Analytics,Application Deadline For January 2024 Intake (1st Nov 2023),17.3,6,59,308,88
de montfort university,leicester,uk,Global Master of Business Administration,Application Deadline For January 2024 Intake (1st Nov 2023),19.5,6,59,590,88
de montfort university,leicester,uk,M.Sc International Banking and Finance,Application Deadline For January 2024 Intake (1st Nov 2023),15.3,6,59,308,88
de montfort university,leicester,uk,M.Sc Engineering Management,Application Deadline For January 2024 Intake (1st Nov 2023),17.3,6,59,308,88
florida agricultural  mechanical university,tallahassee,usa,M.S Agricultural Science,Application Deadline For Spring Intake (1st Nov 2023),15.3,,,,
florida agricultural  mechanical university,tallahassee,usa,M.S Chemical Engineering,Application Deadline For Spring Intake (1st Nov 2023),15.3,6.5,305,,80
florida agricultural  mechanical university,tallahassee,usa,B.A Psychology,Application Deadline For Spring Intake (1st Nov 2023),13.7,,,,
florida agricultural  mechanical university,tallahassee,usa,B.S Computer Science,Application Deadline For Spring Intake (1st Nov 2023),13.7,,,,
florida agricultural  mechanical university,tallahassee,usa,M.B.A,Application Deadline For Spring Intake (1st Nov 2023),15.3,500,6.5,,79
florida agricultural  mechanical university,tallahassee,usa,M.S Industrial Engineering,Application Deadline For Spring Intake (1st Nov 2023),15.3,,,,
lynn university boca,raton,usa,M.B.A Hospitality Management,Application Deadline For Summer Intake (10th Apr 2024),18.7,6,50,,71
lynn university boca,raton,usa,M.B.A Aviation Management,Application Deadline For Summer Intake (10th Apr 2024),18.7,6,50,,71
lynn university boca,raton,usa,B.S Professional Pilot,Application Deadline For Spring Intake (1st Dec 2023),34.2,6,50,,71
lynn university boca,raton,usa,M.B.A International Business Management,Application Deadline For Summer Intake (10th Apr 2024),18.7,6,50,,71
lynn university boca,raton,usa,M.S Web Design and Technology,Application Deadline For Summer Intake (10th Apr 2024),18.7,6,50,,71
lynn university boca,raton,usa,M.B.A Financial Valuation and Investment Management,Application Deadline For Summer Intake (10th Apr 2024),18.7,6,50,,71
camosun college,victoria,canada,Diploma Hospitality Management,Application Deadline For Winter Intake (31st Oct 2023),10.6,6,54,,78
camosun college,victoria,canada,Diploma Business Administration - General Management,Application Deadline For Winter Intake (31st Oct 2023),10.6,6,54,,78
camosun college,victoria,canada,B.B.A Accounting,Application Deadline For Winter Intake (31st Oct 2023),10.3,6,54,,78
camosun college,victoria,canada,Diploma Business Administration - Human Resource Management andeadership,Application Deadline For Winter Intake (31st Oct 2023),8.9,6,54,,78
camosun college,victoria,canada,Diploma Electronics and Computer Engineering Technology - Renewable Energy,Application Deadline For Winter Intake (31st Oct 2023),8.5,6,54,,78
camosun college,victoria,canada,Diploma Applied Chemistry and Biotechnology,Application Deadline For Winter Intake (31st Oct 2023),12.1,6,54,,78
wagner college staten,island,usa,B.B.A Business Administration,Application Deadline (15th Feb 2024),41.7,6.5,54,,81
wagner college staten,island,usa,B.A Biopsychology,Application Deadline (15th Feb 2024),41.7,6.5,54,,81
wagner college staten,island,usa,B.A/B.S Theatre and Speech,Application Deadline (15th Feb 2024),41.7,6.5,54,,81
wagner college staten,island,usa,B.A/B.S Mathematics,Application Deadline (15th Feb 2024),41.7,6.5,54,,81
wagner college staten,island,usa,B.A/B.S Microbiology,Application Deadline (15th Feb 2024),41.7,6.5,54,,81
wagner college staten,island,usa,B.A/B.S Public Policy and Administration,Application Deadline (15th Feb 2024),41.7,6.5,54,,81
foisie business school,worcester,usa,Ph.D Business,Application Deadline For Fall Intake (1st Feb 2024),25.3,7.5,61,,100
cornell university,ithaca,usa,M.B.A,Round 2 Application Deadline (10th Jan 2024),91.2,7.5,70,700,100
cornell university,ithaca,usa,M.S Computer Science,Application Deadline For Fall Intake (1st Feb 2024),49,7,70,310,100
cornell university,ithaca,usa,M.H.A/M.B.A,Round 2 Application Deadline (10th Jan 2024),91.2,7,70,700,100
cornell university,ithaca,usa,M.Eng Engineering Management,Application Deadline For Fall Intake (1st Feb 2024),54.1,7,70,310,100
cornell university,ithaca,usa,M.Eng Biomedical Engineering,Application Deadline For Fall Intake (1st May 2024),41.2,7,70,310,100
cornell university,ithaca,usa,B.S Computer Science,Early Decision Document Submission Deadline (1st Nov 2023),54.1,7.5,70,1400,100
christian brothers university,memphis,usa,M.S Engineering Management,Priority Application Deadline Round 2 (1st Nov 2023),16.9,6,68,,72
christian brothers university,memphis,usa,M.B.A,Priority Application Deadline Round 2 (1st Nov 2023),16.6,6,68,,72
christian brothers university,memphis,usa,M.B.A Healthcare Management,Priority Application Deadline Round 2 (1st Nov 2023),15.6,6,68,,72
christian brothers university,memphis,usa,M.A Accountancy - Forensic Accounting,Priority Application Deadline Round 2 (1st Nov 2023),16.6,6,68,,72
christian brothers university,memphis,usa,B.A Interdisciplinary Studies,Application Deadline For Spring Intake (31st Dec 2023),29.5,,,,
christian brothers university,memphis,usa,B.S Computer Science,Application Deadline For Spring Intake (31st Dec 2023),29.5,,,,
university of illinois,chicago,usa,M.S Pharmaceutical Sciences,Priority Application Deadline For Fall Intake (15th Dec 2023),15.7,6.5,54,,80
university of illinois,chicago,usa,B.S Computer Science,Regular Dicision Application Deadline For Spring Intake (3rd Oct 2023),11.2,6.5,54,1370,80
university of illinois,chicago,usa,B.B.A,Priority Application Deadline For Fall Intake (1st Nov 2023),11.4,6.5,54,1370,80
university of illinois,chicago,usa,B.S Computer Science with Software Engineering,Regular Dicision Application Deadline For Spring Intake (3rd Oct 2023),11.4,6.5,54,1370,80
university of illinois,chicago,usa,B.Des Graphic Design,Regular Dicision Application Deadline For Spring Intake (3rd Oct 2023),11.4,6.5,54,1370,80
university of illinois,chicago,usa,B.S Biomedical Engineering,Application Deadline for 2024 Intake (1st Nov 2023),23.6,80,318,54,6.5
university of new mexico,albuquerque,usa,M.S Computer Engineering,Application Deadline For Early Decision 2 (1st Mar 2024),22,6.5,297,,79
university of new mexico,albuquerque,usa,M.A Economics,Application Deadline For Early Decision 2 (1st Feb 2024),22,307,6.5,,79
university of new mexico,albuquerque,usa,M.Eng Civil Engineering,Application Deadline For Early Decision 2 (1st Mar 2024),22,,,,
university of new mexico,albuquerque,usa,B.S Computer Science,Application Deadline For Early Decision 2 (1st Mar 2024),22.6,,,,
university of new mexico,albuquerque,usa,M.S Computer Science,Application Deadline For Early Decision 2 (15th Feb 2024),22,6.5,53,,79
university of new mexico,albuquerque,usa,Ph.D Pharmaceutical Sciences,Application Deadline For Fall 2024 Intake (1st Jan 2024),22,,,,
school of management university of bath,bath,uk,M.B.A,Application Deadline (30th Jun 2024),38,7,69,610,100
school of management university of bath,bath,uk,M.Sc Marketing,Application Deadline (30th Jun 2024),30.4,6.5,62,300,90
school of management university of bath,bath,uk,M.Sc Finance,Application Deadline (30th Jun 2024),32.4,6.5,62,300,90
school of management university of bath,bath,uk,M.Sc International Management,Application Deadline (30th Jun 2024),29.4,6.5,62,300,90
school of management university of bath,bath,uk,M.Sc International Management,Application Deadline (30th Jun 2024),29.4,6.5,62,300,90
school of management university of bath,bath,uk,B.S Business,Application Deadline (31st Jan 2024),26.5,7,62,,100
university of new hampshire,durham,usa,M.S Business Analytics,Priority Application Deadline For Spring Intake (15th Nov 2023),23.1,80,59,,6.5
university of new hampshire,durham,usa,M.P.H,Priority Application Deadline For Spring Intake (15th Nov 2023),23.1,80,59,,6.5
university of new hampshire,durham,usa,M.S Computer Science,Priority Application Deadline For Spring Intake (15th Nov 2023),23.1,80,59,,6.5
university of new hampshire,durham,usa,M.S Analytics,Priority Application Deadline For Spring Intake (15th Nov 2023),21.2,80,59,,6.5
university of new hampshire,durham,usa,M.S Mechanical Engineering,Priority Application Deadline For Spring Intake (15th Nov 2023),23.1,80,59,,6.5
university of new hampshire,durham,usa,M.S Agricultural Sciences,Priority Application Deadline For Spring Intake (15th Nov 2023),23.1,80,59,,6.5
middle tennessee state university,murfreesboro,usa,M.S Computer Science,Application Deadline For Fall Intake (1st Jun 2024),15.6,5.5,54,,61
middle tennessee state university,murfreesboro,usa,M.S Engineering Technology,Application Deadline For Fall Intake (1st Jun 2024),15.6,5.5,54,,61
middle tennessee state university,murfreesboro,usa,M.B.A,Application Deadline For Fall Intake (1st Jun 2024),15.6,5.5,54,400,61
middle tennessee state university,murfreesboro,usa,M.S Professional Science (Engineering Management Concentration),Application Deadline For Fall Intake (1st Jun 2024),15.6,5.5,54,,61
middle tennessee state university,murfreesboro,usa,M.Seisure and Sport Management,Application Deadline For Fall Intake (1st Jun 2024),15.6,5.5,54,,61
middle tennessee state university,murfreesboro,usa,M.S Professional Science (Biotechnology Concentration),Application Deadline For Fall Intake (1st Jun 2024),15.6,5.5,54,,61
university utrecht,utrecht,netherlands,"B.A/B.Siberal Arts and Sciences, University College Utrecht",Early Application Deadline For Fall Intake (1st Dec 2023),8.3,,,,
christopher newport university newport,news,usa,M.S Applied Physics and Computer Science,Application Deadline For Summer Intake (1st Dec 2023),17.2,92,295,50,7
christopher newport university newport,news,usa,M.S Applied Physics and Computer Science,Application Deadline For Summer Intake (1st Dec 2023),17.2,92,295,50,7
christopher newport university newport,news,usa,B.S Mathematics - Computational and Applied - Biologyife Sciences,Early Decision Application Deadline (15th Nov 2023),23.8,6,50,,71
christopher newport university newport,news,usa,B.A Studio Art,Early Decision Application Deadline (15th Nov 2023),23.8,6,50,,71
christopher newport university newport,news,usa,B.A Environmental Studies,Early Decision Application Deadline (15th Nov 2023),23.8,6,50,,71
christopher newport university newport,news,usa,B.S Psychology,Early Decision Application Deadline (15th Nov 2023),23.8,6,50,,71
californiautheran university thousand,oaks,usa,M.S Information Technology,Application Deadline For Spring 2024 Intake (15th Jan 2024),26.7,6.5,58,296,79
californiautheran university thousand,oaks,usa,M.S Computer Science,Application Deadline For Spring 2024 Intake (15th Jan 2024),26.7,6.5,58,296,79
californiautheran university thousand,oaks,usa,B.S Physics B.A.,Application Deadline For Spring 2024 Intake (15th Nov 2023),41.4,6.5,58,,79
californiautheran university thousand,oaks,usa,B.A Global Studies,Application Deadline For Spring 2024 Intake (15th Nov 2023),41.4,6.5,58,,79
californiautheran university thousand,oaks,usa,B.A/B.S Chemistry,Application Deadline For Spring 2024 Intake (15th Nov 2023),41.4,6.5,58,,79
californiautheran university thousand,oaks,usa,B.A/B.S Mathematics,Application Deadline For Spring 2024 Intake (15th Nov 2023),41.4,6.5,58,,79
bucknell university,lewisburg,usa,M.S Civil Engineering,Early Decision 1 Application Deadline (15th Nov 2023),53.5,7,68,,100
bucknell university,lewisburg,usa,B.S Mechanical Engineering,Early Decision 1 Application Deadline (15th Nov 2023),53.5,7,68,,100
bucknell university,lewisburg,usa,B.S Environmental Engineering,Early Decision 1 Application Deadline (15th Nov 2023),53.5,7,68,,100
bucknell university,lewisburg,usa,B.S Computer Engineering,Early Decision 1 Application Deadline (15th Nov 2023),53.5,7,68,,100
bucknell university,lewisburg,usa,B.S Civil Engineering,Early Decision 1 Application Deadline (15th Nov 2023),53.5,7,68,,100
bucknell university,lewisburg,usa,B.S Accounting and Financial Management,Early Decision 1 Application Deadline (15th Nov 2023),53.5,7,68,,100
college bellevue,bellevue,usa,B.S Nursing,Application Deadline For Winter Intake (20th Nov 2023),17,,,,
college bellevue,bellevue,usa,B.S Computer Science,Application Deadline For Winter Intake (20th Nov 2023),17,,,,
college bellevue,bellevue,usa,B.A Interdisciplinary Studies,Application Deadline For Winter Intake (20th Nov 2023),17,,,,
college bellevue,bellevue,usa,B.S Data Analytics,Application Deadline For Winter Intake (20th Nov 2023),17,,,,
college bellevue,bellevue,usa,B.S Molecular Biosciences,Application Deadline For Winter Intake (20th Nov 2023),17,,,,
college bellevue,bellevue,usa,B.S Digital Marketing,Application Deadline For Winter Intake (20th Nov 2023),17,,,,
university of victoria,victoria,canada,M.S Computer Science,Application Deadline For May Intake (15th Oct 2023),4.9,90,90,317,6.5
university of victoria,victoria,canada,M.B.A,Application Deadline For September Intake (30th Apr 2024),18.5,90,550,90,6.5
university of victoria,victoria,canada,M.Eng Electrical and Computer Engineering,Application Deadline For May Intake (1st Feb 2024),8.1,90,317,,6.5
university of victoria,victoria,canada,M.Eng Mechanical Engineering,Application Deadline For May Intake (1st Feb 2024),4.9,90,317,,6.5
university of victoria,victoria,canada,B.Com,Application Deadline For September Intake (31st Jan 2024),18.3,90,90,,6.5
university of victoria,victoria,canada,M.S Psychology,Application Deadline For September Intake (1st Dec 2023),3.9,100,90,,7
university of wisconsin   stevens stevens point,point,usa,B.S Data Analytics,Application Deadline For Fall Intake (1st Jun 2024),14.9,6,52,,78
university of wisconsin   stevens stevens point,point,usa,B.S Wildlife Ecology,Application Deadline For Fall Intake (1st Jun 2024),14.9,6,52,,78
university of wisconsin   stevens stevens point,point,usa,M.S Natural Resources,Application Deadline For Spring Intake (1st Nov 2023),16.6,6,52,,78
university of wisconsin   stevens stevens point,point,usa,B.A History,Application Deadline For Fall Intake (1st Jun 2024),14.9,6,52,,78
university of wisconsin   stevens stevens point,point,usa,B.A Music,Application Deadline For Fall Intake (1st Jun 2024),14.9,6,52,,78
university of wisconsin   stevens stevens point,point,usa,"B.A/B.S Music, Jazz Studies Composition",Application Deadline For Fall Intake (1st Jun 2024),14.9,6,52,,78
wilkes university wilkes,barre,usa,B.B.A Management,Application Deadline For Spring Intake (15th Nov 2023),35.1,5.5,42,,60
wilkes university wilkes,barre,usa,M.S Electrical Engineering,Application Deadline For Spring Intake (15th Nov 2023),16.2,5.5,42,,60
wilkes university wilkes,barre,usa,M.B.A,Application Deadline For Spring Intake (15th Nov 2023),16.2,5.5,42,550,60
wilkes university wilkes,barre,usa,B.S Nursing,Application Deadline For Spring Intake (15th Oct 2023),35.1,5.5,42,,60
wilkes university wilkes,barre,usa,M.S Mechanical Engineering,Application Deadline For Spring Intake (15th Nov 2023),16.2,5.5,42,,60
wilkes university wilkes,barre,usa,M.S Mathematics,Application Deadline For Spring Intake (15th Nov 2023),16.2,5.5,42,,60
university of centralancashire,preston,uk,M.B.A,Application Deadline For January 2024 Intake (15th Oct 2023),15.7,6,60,550,80
university of centralancashire,preston,uk,M.Sc International Hospitality and Tourism Management,Application Deadline For January 2024 Intake (15th Oct 2023),15.7,6,60,,80
university of centralancashire,preston,uk,M.A Accounting and Finance,Application Deadline For January 2024 Intake (15th Oct 2023),15.7,6,60,,80
university of centralancashire,preston,uk,M.Sc International Hospitality and Event Management,Application Deadline For January 2024 Intake (15th Oct 2023),15.7,6,60,,80
university of centralancashire,preston,uk,M.Sc Computing,Application Deadline For January 2024 Intake (15th Oct 2023),15.7,6,60,,80
university of centralancashire,preston,uk,M.Sc Fire Safety Engineering (With Optional Placement),Application Deadline For January 2024 Intake (15th Oct 2023),15.7,6,60,,80
university of south dakota,vermillion,usa,B.A/B.S Graphic Design,Application Deadline For Spring 2024 Intake (15th Nov 2023),10.7,6,47,,71
university of south dakota,vermillion,usa,B.B.A Innovation and Entrepreneurship,Application Deadline For Spring 2024 Intake (15th Nov 2023),10.7,6,47,,71
university of south dakota,vermillion,usa,B.S Computer Science,Application Deadline For Spring 2024 Intake (15th Nov 2023),10.7,6,47,,71
university of south dakota,vermillion,usa,B.B.A,Application Deadline For Spring 2024 Intake (15th Nov 2023),10.7,6,47,,71
university of south dakota,vermillion,usa,B.A Criminal Justice,Application Deadline For Spring 2024 Intake (15th Nov 2023),10.7,6,47,,71
university of south dakota,vermillion,usa,B.S Dental Hygiene,Application Deadline For Spring 2024 Intake (15th Nov 2023),10.7,6,47,,71
university of washington,tacoma,usa,M.S Computer Science and Systems,Application Deadline For Winter Intake (6th Jan 2024),26.4,7,61,,80
university of washington,tacoma,usa,M.S Business Analytics,Application Deadline For Autumn Intake (15th Jan 2024),26.4,7,61,510,80
university of washington,tacoma,usa,M.S Accounting,Application Deadline For Spring Intake (1st Jan 2024),26.4,7,61,120,80
university of washington,tacoma,usa,M.B.A Business Analytics,Early Application Deadline For Autumn Intake (15th Nov 2023),26.4,7,61,510,80
university of washington,tacoma,usa,M.B.A,Application Deadline For Winter Intake (1st Nov 2023),26.4,7,61,510,80
university of washington,tacoma,usa,B.S Information Technology,Priority Application Deadline For Winter Intake (15th Oct 2023),34.9,83,54,105,6.5
glendon college north,york,canada,Bachelor of Business Administration [B.B.A]/Bachelor of International Studies,Application Deadline For Winter Intake (1st Nov 2023),20.7,83,,,6.5
glendon college north,york,canada,B.A International Studies,Application Deadline For Winter Intake (1st Nov 2023),20.7,83,,,6.5
glendon college north,york,canada,Certificateaw and Social Thought,Application Deadline For Winter Intake (1st Nov 2023),20.7,83,,,6.5
glendon college north,york,canada,B.Ainguistics andanguage Studies,Application Deadline For Winter Intake (1st Nov 2023),20.7,83,,,6.5
glendon college north,york,canada,B.S Biology,Application Deadline For Winter Intake (1st Nov 2023),20.7,83,,,6.5
glendon college north,york,canada,Certificate Technical and Professional Communication,Application Deadline For Winter Intake (1st Nov 2023),20.7,83,,,6.5
the university of manchester,manchester,uk,L.L.M,Stage 1 Application Deadline (8th Dec 2023),26.3,6.5,298,60,100
the university of manchester,manchester,uk,M.Eng Computer Science,Stage 1 Application Deadline (10th Nov 2023),33.4,6.5,298,60,100
the university of manchester,manchester,uk,M.Sc Data Science - Business and Management,Stage 1 Application Deadline (8th Dec 2023),31.4,6.5,298,,100
the university of manchester,manchester,uk,M.Sc Data Science - Applied Urban Analytics,Stage 1 Application Deadline (8th Dec 2023),31.4,6.5,298,60,100
the university of manchester,manchester,uk,B.N Adult Nursing,UCAS Application Deadline for 2024 Intake (31st Jan 2024),29.4,6.5,1290,27,92
the university of manchester,manchester,uk,M.B.B.S,UCAS Application Deadline for 2024 Intake (16th Oct 2023),29.4,6.5,1290,27,92
new jersey institute of technology,newark,usa,M.S Data Science,Application Deadline For Spring Intake (15th Nov 2023),29.3,6.5,120,,79
new jersey institute of technology,newark,usa,M.S Computer Science,Application Deadline For Spring Intake (15th Nov 2023),29.3,6.5,120,,79
new jersey institute of technology,newark,usa,M.B.A,Application Deadline For Spring Intake (15th Nov 2023),29.3,6.5,,,79
new jersey institute of technology,newark,usa,M.S Cyber Security and Privacy,Application Deadline For Spring Intake (15th Nov 2023),29.3,6.5,,,79
new jersey institute of technology,newark,usa,M.S Information Systems,Application Deadline For Spring Intake (15th Nov 2023),29.3,6.5,120,,79
new jersey institute of technology,newark,usa,M.S Engineering Management,Application Deadline For Spring Intake (15th Nov 2023),29.3,6.5,120,,79
la roche university,pittsburgh,usa,M.S Human Resources Management,Application Deadline For Spring Intake (15th Dec 2023),8.5,,,,
la roche university,pittsburgh,usa,M.S Information Systems,Application Deadline For Spring Intake (15th Dec 2023),8.5,,,,
la roche university,pittsburgh,usa,M.S Accounting,Application Deadline For Spring Intake (15th Dec 2023),8.5,,,,
la roche university,pittsburgh,usa,B.S Computer Science,Application Deadline For Spring Intake (15th Dec 2023),26.5,,,,
la roche university,pittsburgh,usa,B.B.A International Management,Application Deadline For Spring Intake (15th Dec 2023),26.5,,,,
la roche university,pittsburgh,usa,B.A/B.S Accounting,Application Deadline For Spring Intake (15th Dec 2023),26.5,,,,
university of trier,trier,germany,M.S Data Science,Application Deadline For Summer Intake (15th Dec 2023),"26,496",6,,,80
university of trier,trier,germany,"B.S Nursing, Clinical",Application Deadline For Summer Intake (15th Dec 2023),"26,496",,,,
university of trier,trier,germany,M.S Financial Management,Application Deadline For Summer Intake (15th Dec 2023),"26,496",,,,
university of trier,trier,germany,M.A Media and Cultural Sociology,Application Deadline For Summer Intake (15th Dec 2023),"26,496",,,,
university of trier,trier,germany,M.S Business Administration,Application Deadline For Summer Intake (15th Dec 2023),"26,496",,,,
university of trier,trier,germany,B.Ed Mathematics Teaching Profession,Application Deadline For Summer Intake (15th Dec 2023),"26,496",,,,
state university plymouth,plymouth,usa,M.S Biology,Application Deadline For Spring Intake (1st Dec 2023),19.7,6,46,,71
state university plymouth,plymouth,usa,B.S Athletic Training,Application Deadline For Spring Intake (1st Nov 2023),21.2,6,46,,71
state university plymouth,plymouth,usa,B.S Environmental Planning,Application Deadline For Spring Intake (1st Nov 2023),21.2,6,46,,71
state university plymouth,plymouth,usa,B.A Theatre Arts - Music Theatre Performance,Application Deadline For Spring Intake (1st Nov 2023),21.2,6,46,,71
state university plymouth,plymouth,usa,B.S Meteorology,Application Deadline For Spring Intake (1st Nov 2023),21.2,6,46,,71
state university plymouth,plymouth,usa,B.S Geography,Application Deadline For Spring Intake (1st Nov 2023),21.2,6,46,,71
kth royal institute of technology,stockholm,sweden,M.Sc Engineering Design,Application Deadline (16th Jan 2024),11.5,90,62,,6.5
furtwangen university furtwangen im,schwarzwald,germany,M.A Interactive Media Design,Application Deadline For Summer Intake (1st Jan 2024),11,,,,
furtwangen university furtwangen im,schwarzwald,germany,M.S Business Application Architectures,Application Deadline For Summer Intake (1st Jan 2024),11,,,,
furtwangen university furtwangen im,schwarzwald,germany,M.S Smart Systems,Application Deadline For Summer Intake (1st Jan 2024),11,,,,
furtwangen university furtwangen im,schwarzwald,germany,M.A Music Design,Application Deadline For Summer Intake (1st Jan 2024),11,,,,
furtwangen university furtwangen im,schwarzwald,germany,M.S Business Consulting,Application Deadline For Summer Intake (1st Jan 2024),11,,,,
furtwangen university furtwangen im,schwarzwald,germany,B.A Media Design,Application Deadline For Summer Intake (1st Jan 2024),11,,,,
university of westminster,london,uk,M.B.A,Application Deadline For January 2024 Intake (15th Oct 2023),19.2,6.5,60,590,88
university of westminster,london,uk,M.Sc Business Intelligence and Analytics,Application Deadline For January 2024 Intake (15th Oct 2023),16.6,6.5,60,,88
university of westminster,london,uk,M.Sc Data Science and Analytics,Application Deadline For January 2024 Intake (15th Oct 2023),14.2,6.5,59,125,88
university of westminster,london,uk,M.Sc International Business and Management,Application Deadline For January 2024 Intake (15th Oct 2023),17.2,6.5,60,300,88
university of westminster,london,uk,M.Arch,Application Deadline For January 2024 Intake (15th Oct 2023),15,6.5,60,,88
university of westminster,london,uk,B.S Data Science and Analytics with Placement Year,UCAS Application Deadline For 2024 Intake (31st Jan 2024),15,6,60,,78
university aalen,aalen,germany,M.S Machineearning and data analytics,Application Deadline For Summer Intake (15th Jan 2024),2.6,,,,
university aalen,aalen,germany,M.A International Marketing and Sales,Application Deadline For Summer Intake (15th Jan 2024),2.6,,,,
university aalen,aalen,germany,B.S Data Science,Application Deadline For Summer Intake (15th Jan 2024),2.6,,,,
university aalen,aalen,germany,M.S Data science and business analytics,Application Deadline For Summer Intake (15th Jan 2024),2.6,,,,
university aalen,aalen,germany,B.Eng Mechanical engineering/development - design and simulation,Application Deadline For Summer Intake (15th Jan 2024),2.6,,,,
university aalen,aalen,germany,B.S Software engineering,Application Deadline For Summer Intake (15th Jan 2024),2.6,,,,
university of amsterdam,amsterdam,netherlands,M.B.A,Application Deadline For 2024 Intake (1st Nov 2023),16,92,680,,6.5
university of amsterdam,amsterdam,netherlands,M.S Artificial Intelligence,Application Deadline For 2024 Intake (31st Jan 2024),14.6,100,298,,7
