Program Name,University Name,Location
Bachelor of Sport and Exercise Science + Bachelor of Science in Psychology,Murdoch University,"Perth, Australia"
"Bachelor of Arts with a Major in Public Policy, Law and Governance",Macquarie University,"Sydney, Australia"
"Bachelor of Laws with a Major in Public Policy, Law and Governance",Macquarie University,"Sydney, Australia"
Bachelor of Advanced Science (Honours)/Science (Computer Science),University of New South Wales,"Sydney, Australia"
Bachelor of Advanced Science (Honours)/Social Research and Policy,University of New South Wales,"Sydney, Australia"
Bachelor of Health Science (Honours),University of Newcastle,"Newcastle, Australia"
Bachelor of Science - Applied Conservation Major,Auckland University of Technology,"Auckland, New Zealand"
Bachelor of Engineering (Robotics) (Honours),Flinders University,"Adelaide, Australia"
Bachelor of Applied Management (Event Management),Ara Institute of Canterbury,"Christchurch, New Zealand"
Bachelor of Business (Honours) in Event Management with Public Relations (L8),Galway International Hotel School,"Galway, Ireland"
Bachelor of Arts in Screen Production,University of Auckland,"Auckland, New Zealand"
Bachelor of Business (Honours) in Event Management with Public Relations (L8),Galway International Hotel School,"Galway, Ireland"
Bachelor of Arts in Screen Production,University of Auckland,"Auckland, New Zealand"
Bachelor of Civil Engineering (Honours),Deakin University,Multiple (2)
Bachelor of Occupational Therapy (Honours),Griffith University,"Gold Coast, Australia"
Bachelor of Science in Business Administration (BSBA) with Specialization in Human Resource Management,American Institute of Applied Sciences in Switzerland,"La Tour-de-Peilz, Switzerland"
Bachelor of Engineering (Software) (Honours),Flinders University,"Adelaide, Australia"
Bachelor of Design with Honours (Fashion Design),Massey University,"Palmerston North, New Zealand"
Bachelor of Mathematics (Applied Statistics),University of Wollongong,"Wollongong, Australia"
Bachelor of Science (Advanced) (Honours),University of Sydney,"Sydney, Australia"
Bachelor of Design (Architecture)/Bachelor of Urban Development (Honours) (Construction Management),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Science (BSc) - Data Science Major,University of Auckland,"Auckland, New Zealand"
BSc  Degree Applied Horticulture,Askham Bryan College,"York, England"
Bachelor of Engineering with Honours - Electronic Engineering,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Bachelor of Biomedical Research (Honours),University of South Australia,"Adelaide, Australia"
Bachelor of Midwifery (Mount Gambier),University of South Australia,"Adelaide, Australia"
Bachelor of Midwifery (Mount Gambier),University of South Australia,"Adelaide, Australia"
Bachelor of Business (Innovation and Entrepreneurship),University of South Australia,"Adelaide, Australia"
Bachelor of Business (Innovation and Entrepreneurship),University of South Australia,"Adelaide, Australia"
Bachelor of Business (International Business),University of South Australia,"Adelaide, Australia"
Bachelor of Business (International Business),University of South Australia,"Adelaide, Australia"
Bachelor of Medical Radiation Science (Honours) (Medical Imaging),University of South Australia,"Adelaide, Australia"
Bachelor of Nursing Science,University of the Sunshine Coast,"Sunshine Coast, Australia"
Bachelor of Primary Education,University of the Sunshine Coast,"Sunshine Coast, Australia"
Bachelor of Environmental Management,University of the Sunshine Coast,"Sunshine Coast, Australia"
Bachelor of Arts (BA) in Classical Studies,Victoria University of Wellington,"Wellington, New Zealand"
Bachelor of Arts (BA) in Political Science,Victoria University of Wellington,"Wellington, New Zealand"
Bachelor of Arts (BA) in Maori Studies,Victoria University of Wellington,"Wellington, New Zealand"
Bachelor of Biomedical Science,University of the Sunshine Coast,"Sunshine Coast, Australia"
Bachelor of Arts (BA) in Education and Psychology,Victoria University of Wellington,"Wellington, New Zealand"
"Bachelor of Creative Industries (Design and Visual Arts, Interdisciplinary Innovation)",Charles Sturt University,"Bathurst, Australia"
Bachelor of Music (Honours) Composition,"Royal Academy of Music, University of London","London, England"
"Bachelor of Business/Bachelor of Fine Arts (Film, Screen and New Media)",Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Business Administration and Arts with a Major in Chinese Studies,Macquarie University,"Sydney, Australia"
Bachelor of Computer Science with Honours,University of New England,"Armidale, Australia"
Bachelor of Arts (Honours) in Gender Studies,University of Auckland,"Auckland, New Zealand"
Bachelor of Intelligent Digital Technologies,Griffith University,"Gold Coast, Australia"
Bachelor of Medical Laboratory Science,Griffith University,"Gold Coast, Australia"
Bachelor of Engineering (Biomedical) (Honours),Flinders University,"Adelaide, Australia"
Bachelor of Civil Engineering (Honours),University of Newcastle,"Newcastle, Australia"
Bachelor of Science in Furniture Making and Architectural Woodworking,School of Design and Creative Arts,"Letterfrack, Ireland"
Bachelor of Science (Honours) in Furniture and Digital Manufacturing,School of Design and Creative Arts,"Letterfrack, Ireland"
Global Studies Degree,North Central College,"Naperville, United States of America"
Bachelor of Computer and Information Sciences - Analytics Major,Auckland University of Technology,"Auckland, New Zealand"
Bachelor of Business Administration and Arts with a Major in International Relations,Macquarie University,"Sydney, Australia"
Bachelor of Social Science and Laws with a Major in International Relations,Macquarie University,"Sydney, Australia"
Bachelor of Mathematics and Finance (Honours) (Mathematical Economics),University of Wollongong,"Wollongong, Australia"
Bachelor of Actuarial Studies and Science with a Major in Environmental Management,Macquarie University,"Sydney, Australia"
Bachelor of Business Administration and Arts with a Major in Environmental Management,Macquarie University,"Sydney, Australia"
Bachelor of Applied Science (Diagnostic Radiography),University of Sydney,"Sydney, Australia"
Bachelor of Commerce (Business and Law),University of Wollongong,"Wollongong, Australia"
Bachelor of Applied Management (Project Management),Ara Institute of Canterbury,"Christchurch, New Zealand"
Bachelor of Education - The Early Years,University of Wollongong,"Wollongong, Australia"
Bachelor of Criminology & Criminal Justice,Griffith University,"Gold Coast, Australia"
Bachelor of Audio Production,SAE Institute,"Oxford, England"
Bachelor of Health Sciences (BHSc) in Public Health,The University of Canterbury,"Christchurch, New Zealand"
Bachelor of Science (Honours) (BSc(Hons)) in Exercise Sciences,University of Auckland,"Auckland, New Zealand"
Bachelor of Spatial Science (Honours) (Geographic Information Systems),University of Southern Queensland,"Toowoomba, Australia"
Bachelor of Social Sciences Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
Bachelor of Engineering (Mechatronic) (Honours),University of the Sunshine Coast,"Sunshine Coast, Australia"
Bachelor of Commerce (BCom) majoring in Management,The University of Canterbury,"Christchurch, New Zealand"
Bachelor of Arts (Honours) in Logic and Computation,University of Auckland,"Auckland, New Zealand"
Bachelor of Music (Contemporary Christian Music),ATC Vision College,"Auckland, New Zealand"
"Bachelor of Arts in Youth, Children, and Family Ministries",Northwest University,"Kirkland, United States of America"
"Electrical Engineering, Bachelor of Science (537P, 537)",Western Kentucky University,"Bowling Green, United States of America"
"English for Secondary Teachers, Bachelor of Arts (561)",Western Kentucky University,"Bowling Green, United States of America"
Bachelor of Actuarial Studies and Science with a Major in Data Science,Macquarie University,"Sydney, Australia"
Bachelor of Business Administration and Arts with a Major in Data Science,Macquarie University,"Sydney, Australia"
Bachelor of Arts (Second Major: Human Resource Management),University of Notre Dame Australia,"New South Wales, Australia"
Bachelor of Engineering (Honours) - Flexible Entry Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
Bachelor of Early Childhood Education (Birth to Five Years),Australian Catholic University,Multiple (4)
Bachelor of Arts (Honours) in Development Studies,University of Auckland,"Auckland, New Zealand"
Bachelor of Arts (Honours) in Screen Production,University of Auckland,"Auckland, New Zealand"
Bachelor of Arts (Honours) in Art History,University of Auckland,"Auckland, New Zealand"
Bachelor of Secondary Education (Honours),University of South Australia,"Adelaide, Australia"
"Bachelor of Exercise and Sport Science, Bachelor of Psychological Science (Counselling and Interpersonal Skills)",University of South Australia,"Adelaide, Australia"
Bachelor of Communication and Media (Visual Communication Design),University of Wollongong,"Wollongong, Australia"
Bachelor of Science (BSc) majoring in Materials Science,The University of Waikato,"Hamilton (New Zealand), New Zealand"
After Degree BEd,University of Winnipeg,"Winnipeg, Canada"
Bachelor of Information Technology and Laws with a Major in Data Science,Macquarie University,"Sydney, Australia"
Bachelor of Science and Master of Mathematical Sciences,University of Sydney,"Sydney, Australia"
Bachelor of Information Technology and Laws with a Major in Data Science,Macquarie University,"Sydney, Australia"
Bachelor of Actuarial Studies and Science with a Major in Software Technology,Macquarie University,"Sydney, Australia"
Bachelor of Arts with a Major in Information Systems and Business Analysis,Macquarie University,"Sydney, Australia"
Bachelor of Business Administration and Arts with a Major in Software Technology,Macquarie University,"Sydney, Australia"
Bachelor of Information Technology and Laws with a Major in Software Technology,Macquarie University,"Sydney, Australia"
Bachelor of Science with a Major in Information Systems and Business Analysis,Macquarie University,"Sydney, Australia"
Global Studies Degree,North Central College,"Naperville, United States of America"
Bachelor of Arts Honours in Psychology,Murdoch University,"Perth, Australia"
Bachelor of Science Honours in Psychology,Murdoch University,"Perth, Australia"
Bachelor of Social Sciences (BSocSc) majoring in Environmental Planning,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Bachelor of Electrical and Electronic Engineering (Honours) / Bachelor of Computer Systems Engineering (Honours),University of Newcastle,"Newcastle, Australia"
Nursing - Collaborative Bachelor of Science in Nursing (BScN) (Hons),Durham College,"Ontario, Canada"
Bachelor of Arts (Honours) in Culinary and Gastronomic Science (L8),Galway International Hotel School,"Galway, Ireland"
"Bachelor of Fine Arts, Major in Jewellery Design and Metalsmithing",NSCAD University,"Halifax, Canada"
Bachelor of Education (Teaching) (Honours) (BEd(Tchg)(Hons)),University of Auckland,"Auckland, New Zealand"
Bachelor of Information Sciences (Data Science),Massey University,"Palmerston North, New Zealand"
Bachelor of Actuarial Studies and Science with a Major in Human Geography,Macquarie University,"Sydney, Australia"
Bachelor of Business Administration and Arts with a Major in Human Geography,Macquarie University,"Sydney, Australia"
Bachelor of Science and Education (Secondary) with a Major in Human Geography,Macquarie University,"Sydney, Australia"
Bachelor of Social Science and Laws with a Major in Human Geography,Macquarie University,"Sydney, Australia"
"Public Relations, Bachelor of Arts (763P, 763)",Western Kentucky University,"Bowling Green, United States of America"
Bachelor of Archaeology with a Major in Spatial Information Science,Macquarie University,"Sydney, Australia"
Bachelor of Environment with a Major in Spatial Information Science,Macquarie University,"Sydney, Australia"
Bachelor of Science with a Major in Spatial Information Science,Macquarie University,"Sydney, Australia"
Bachelor of Arts in Community Development,Murdoch University,"Perth, Australia"
Bachelor of Information Sciences (Data Science),Massey University,"Palmerston North, New Zealand"
Bachelor of Social Sciences (BSocSc) majoring in Environmental Planning,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Bachelor of Sport and Exercise (Honours) (Clinical Exercise Physiology),University of Southern Queensland,"Toowoomba, Australia"
Bachelor of Education (Teaching) (Honours) (BEd(Tchg)(Hons)),University of Auckland,"Auckland, New Zealand"
Bachelor of Communication (Digital and Social Media),University of Technology Sydney,"Sydney, Australia"
Bachelor of Engineering (Honours) - Telecommunications Engineering,University of Wollongong,"Wollongong, Australia"
Undergraduate Degree in Psychology,"Egas Moniz, Cooperativa de Ensino Superior","Almada, Portugal"
Bachelor of Arts (Archaeology and Ancient History),University of Wollongong,"Wollongong, Australia"
Bachelor of Arts in Logic and Computation,University of Auckland,"Auckland, New Zealand"
Bachelor of Engineering with Honours in Mechanical Engineering,The University of Canterbury,"Christchurch, New Zealand"
Bachelor of Science Honours in Biological Sciences,Murdoch University,"Perth, Australia"
Bachelor of Science Honours in Biomedical Science,Murdoch University,"Perth, Australia"
Bachelor of Science Honours in Environmental Science,Murdoch University,"Perth, Australia"
Bachelor of Science Honours in Molecular Biology,Murdoch University,"Perth, Australia"
Bachelor of Psychological Science (Honours),Griffith University,"Gold Coast, Australia"
Bachelor of Arts and Commerce with a Major in Web Design and Development,Macquarie University,"Sydney, Australia"
Bachelor of Arts and Laws with a Major in Web Design and Development,Macquarie University,"Sydney, Australia"
Bachelor of Arts and Science with a Major in Web Design and Development,Macquarie University,"Sydney, Australia"
Bachelor of Commerce and Science with a Major in Web Design and Development,Macquarie University,"Sydney, Australia"
Bachelor of Information Technology with a Major in Web Design and Development,Macquarie University,"Sydney, Australia"
Bachelor of Science and Laws with a Major in Web Design and Development,Macquarie University,"Sydney, Australia"
Bachelor of Engineering with Honours - BE(Hons) majoring in Software Engineering,Victoria University of Wellington,"Wellington, New Zealand"
Bachelor of Business (Advanced Business Leadership),Western Sydney University,"Sydney, Australia"
"Medical Laboratory Science, Bachelor of Science (5004)",Western Kentucky University,"Bowling Green, United States of America"
Bachelor of Arts (Honours) in Heritage Studies (L8),Galway International Hotel School,"Galway, Ireland"
Bachelor of Science (Honours) in Furniture Design and Manufacture,School of Design and Creative Arts,"Letterfrack, Ireland"
Honours Bachelor of Commerce - International Accounting and Finance,Seneca College of Applied Arts and Sciences,"Toronto, Canada"
Bachelor of Psychology (Honours) (Cognitive Neuroscience),University of South Australia,"Adelaide, Australia"
Bachelor of Arts and Commerce with a Major in Society and Culture,Macquarie University,"Sydney, Australia"
Bachelor of Arts and Laws with a Major in Society and Culture,Macquarie University,"Sydney, Australia"
Bachelor of Arts and Science with a Major in Society and Culture,Macquarie University,"Sydney, Australia"
Bachelor of Early Childhood Education (Honours),University of South Australia,"Adelaide, Australia"
Bachelor of Early Childhood Education (Honours),University of South Australia,"Adelaide, Australia"
Bachelor of Arts and Commerce with a Major in French and Francophone Studies,Macquarie University,"Sydney, Australia"
Bachelor of Arts and Science with a Major in French and Francophone Studies,Macquarie University,"Sydney, Australia"
Bachelor of Business (Advanced Business Leadership),Western Sydney University,"Sydney, Australia"
Bachelor of Arts with a Major in Political Economy and Social Policy,Macquarie University,"Sydney, Australia"
"Bachelor of Arts and Commerce with a Major in Screen, Sound, Performance",Macquarie University,"Sydney, Australia"
"Bachelor of Arts and Laws with a Major in Screen, Sound, Performance",Macquarie University,"Sydney, Australia"
"Bachelor of Arts and Science with a Major in Screen, Sound, Performance",Macquarie University,"Sydney, Australia"
"Bachelor of Media and Laws with a Major in Screen, Sound, Performance",Macquarie University,"Sydney, Australia"
Bachelor of Psychology (Honours) (Cognitive Neuroscience),University of South Australia,"Adelaide, Australia"
Bachelor of Early Childhood Education (Honours),University of South Australia,"Adelaide, Australia"
Bachelor of Early Childhood Education (Honours),University of South Australia,"Adelaide, Australia"
Bachelor of Music with Honours - BMus(Hons),Victoria University of Wellington,"Wellington, New Zealand"
Bachelor of Science Honours in Animal Health,Murdoch University,"Perth, Australia"
Bachelor of Science Honours in Animal Science,Murdoch University,"Perth, Australia"
Bachelor of Science Honours in Exercise Physiology,Murdoch University,"Perth, Australia"
Bachelor of Science Honours in Marine Science,Murdoch University,"Perth, Australia"
Bachelor of Science Honours in Veterinary Biology,Murdoch University,"Perth, Australia"
Bachelor of Engineering with Honours - BE(Hons) majoring in Software Engineering,Victoria University of Wellington,"Wellington, New Zealand"
Bachelor of Communication and Media (Corporate and Public Communication),University of Canberra,"Canberra, Australia"
Bachelor of Business in Hotel Management,Southern Cross University,"Sydney, Australia"
Bachelor of Science - Honours (Dean's Scholar) (Social Sciences),University of Wollongong,"Wollongong, Australia"
Bachelor of Arts Honours in Asian Studies,Murdoch University,"Perth, Australia"
Bachelor of Science (BSc) - Information and Technology Management Major,University of Auckland,"Auckland, New Zealand"
Bachelor of Education (Secondary Design and Technology),University of South Australia,"Adelaide, Australia"
Bachelor of Arts Honours in Asian Studies,Murdoch University,"Perth, Australia"
Bachelor of Arts Honours in Community Development,Murdoch University,"Perth, Australia"
Bachelor of Arts Honours in Sustainable Development,Murdoch University,"Perth, Australia"
Bachelor of Business Honours in Business Law,Murdoch University,"Perth, Australia"
Bachelor of Science Honours in Mathematics and Statistics,Murdoch University,"Perth, Australia"
Bachelor of Science Honours in Mineral Science,Murdoch University,"Perth, Australia"
Bachelor of Science Honours in Physics and Nanotechnology,Murdoch University,"Perth, Australia"
Bachelor of Technology (Science) (Level 7),Wintec,"Hamilton (New Zealand), New Zealand"
Bachelor of Business in Hotel Management,Southern Cross University,"Sydney, Australia"
Bachelor of Science Early Childhood Development (Non-Certification),University of West Alabama Online,"Livingston, United States of America"
"Bachelor of Psychological Science (Counselling and Interpersonal Skills), Bachelor of Business (Human Resource Management)",University of South Australia,"Adelaide, Australia"
Honours Bachelor of Commerce - Financial Services Management,Seneca College of Applied Arts and Sciences,"Toronto, Canada"
Bachelor of Child & Family Studies (Honours),Griffith University,"Gold Coast, Australia"
Bachelor of Medical Laboratory Science (Honours),Griffith University,"Gold Coast, Australia"
"Bachelor of Social Science (Community, Culture and Environment)",University of Wollongong,"Wollongong, Australia"
Bachelor of Arts Honours in Tourism and Events,Murdoch University,"Perth, Australia"
Bachelor of Science Honours in Computer Science,Murdoch University,"Perth, Australia"
Bachelor of Science Honours in Games Technology,Murdoch University,"Perth, Australia"
Bachelor of Arts and Commerce with a Major in Arts Industries and Management,Macquarie University,"Sydney, Australia"
Bachelor of Arts and Laws with a Major in Arts Industries and Management,Macquarie University,"Sydney, Australia"
Bachelor of Arts and Science with a Major in Arts Industries and Management,Macquarie University,"Sydney, Australia"
Bachelor of Engineering (Honours) - Robotics and Mechatronics,Western Sydney University,"Sydney, Australia"
Bachelor of Arts (Linguistics),Massey University,"Palmerston North, New Zealand"
Bachelor of Arts and Laws with a Major in French and Francophone Studies,Macquarie University,"Sydney, Australia"
Bachelor of Engineering (Honours),Griffith University,"Gold Coast, Australia"
Bachelor of Engineering (Honours),Griffith University,"Gold Coast, Australia"
Bachelor of Business Administration and Arts with a Major in Social Justice,Macquarie University,"Sydney, Australia"
Bachelor of Social Science and Laws with a Major in Social Justice,Macquarie University,"Sydney, Australia"
Bachelor of Business Administration and Arts with a Major in Croatian Studies,Macquarie University,"Sydney, Australia"
Bachelor of Arts with a Major in Chinese-English Translation and Interpreting,Macquarie University,"Sydney, Australia"
Bachelor of Business Administration and Arts with a Major in German Studies,Macquarie University,"Sydney, Australia"
Bachelor of Science in Animal Science,Murdoch University,"Perth, Australia"
Bachelor of Arts (BA) in International Relations,Victoria University of Wellington,"Wellington, New Zealand"
Bachelor of Arts Honours in Theatre and Drama,Murdoch University,"Perth, Australia"
Bachelor of Design (BDes) major in Fashion Design,Raffles Design Institute Hong Kong,"Hong Kong, China"
Bachelor of Sustainability and Outdoor Education,Ara Institute of Canterbury,"Christchurch, New Zealand"
Bachelor in Chinese International Education,Hangzhou Normal University,"Hangzhou, China"
Bachelor in Computer Science & Technology,Hangzhou Normal University,"Hangzhou, China"
Bachelor in International Economics and Trade,Hangzhou Normal University,"Hangzhou, China"
Bachelor of Sustainability and Outdoor Education,Ara Institute of Canterbury,"Christchurch, New Zealand"
Bachelor of Science in Special Education - Learning Behavior Disorders Certification,Campbellsville University Online,"Campbellsville, United States of America"
Bachelor of Psychological Science (Cognitive Neuroscience),University of South Australia,"Adelaide, Australia"
Bachelor of Science with a Major in Chemical and Biomolecular Sciences,Macquarie University,"Sydney, Australia"
Bachelor of Science in Molecular Genetics Major,Auckland University of Technology,"Auckland, New Zealand"
Bachelor of Finance (International) Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
Bachelor of Science in Health Protection Major,Auckland University of Technology,"Auckland, New Zealand"
Bachelor of International Hotel and Tourism Management (Honours),The University of Queensland,"Brisbane, Australia"
Bachelor of Creative Arts (Visual Arts),Deakin University,Multiple (2)
Bachelor of Arts (BA) in International Relations,Victoria University of Wellington,"Wellington, New Zealand"
Bachelor of Design (BDes) major in Fashion Design,Raffles Design Institute Hong Kong,"Hong Kong, China"
Bachelor of Dance Studies (Honours) (BDanceSt(Hons)),University of Auckland,"Auckland, New Zealand"
Bachelor of Arts (Statistics),Massey University,"Palmerston North, New Zealand"
Bachelor of Engineering with Honours - Software Engineering,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Bachelor of Health Sciences (BHSc) in Psychology,The University of Canterbury,"Christchurch, New Zealand"
Bachelor of Communication and Media (Marketing Communication),University of Canberra,"Canberra, Australia"
Bachelor of Engineering (Honours) (Instrumentation Control and Automation Engineering),University of Southern Queensland,"Toowoomba, Australia"
Bachelor of Science (Honours) (BSc(Hons)) in Logic and Computation,University of Auckland,"Auckland, New Zealand"
Bachelor of Early Childhood Education,Victoria University,"Victoria (State in Australia), Australia"
Bachelor of Business Administration and Arts with a Major in Indigenous Studies,Macquarie University,"Sydney, Australia"
Bachelor of Social Science and Laws with a Major in Indigenous Studies,Macquarie University,"Sydney, Australia"
Bachelor of Advanced Science with a specialisation in Chemical and Biomolecular Sciences,Macquarie University,"Sydney, Australia"
Bachelor of Primary Education (Honours) (Whyalla),University of South Australia,"Adelaide, Australia"
Bachelor of Primary Education (Honours) (Whyalla),University of South Australia,"Adelaide, Australia"
Bachelor of Business - Human Resource Management and Employment Relations Major,Auckland University of Technology,"Auckland, New Zealand"
Bachelor of Business Administration and Arts with a Major in Creative Writing,Macquarie University,"Sydney, Australia"
"Dental Hygiene, Bachelor of Science (524P, 524)",Western Kentucky University,"Bowling Green, United States of America"
Bachelor of Project Management Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
Bachelor of Business and Commerce (Information Technology Management),University of Southern Queensland,"Toowoomba, Australia"
Bachelor of Information Technology (Applied Computer Science),University of Southern Queensland,"Toowoomba, Australia"
Bachelor of Science (BSc) - Biological Sciences Major,University of Auckland,"Auckland, New Zealand"
Bachelor of Education (Secondary)/Bachelor of Recreation and Outdoor Environmental Studies,University of the Sunshine Coast,"Sunshine Coast, Australia"
Bachelor of Behavioural Science (Psychology),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Biomedical Science (Honours),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Design (Industrial Design),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Design (Interaction Design),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Engineering (Honours) (Civil),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Engineering (Honours) (Electrical),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Engineering (Honours) (Mechanical),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Public Health and Health Promotion (Honours),Deakin University,"Melbourne (Australia), Australia"
"Bachelor of Science, Criminology and Psychological Studies",Western Sydney University,"Sydney, Australia"
Bachelor of Applied Biology Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
Bachelor of Behavioural Science (Psychology),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Biomedical Science (Honours),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Design (Industrial Design),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Design (Interaction Design),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Engineering (Honours) (Civil),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Engineering (Honours) (Electrical),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Engineering (Honours) (Mechanical),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Engineering (Honours) (Mechatronics),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Health Information Management,Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Medical Laboratory Science,Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Nursing - Graduate Entry,Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Podiatry - Graduate Entry,Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Science (Earth Science),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Science (Environmental Science),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Languages and International Business,University of New England,"Armidale, Australia"
Bachelor of Science (Ecotourism) Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
"Bachelor of Arts (Law, Policy and Politics)",University of South Australia,"Adelaide, Australia"
Bachelor of Science (BSc) in Computer Graphics,Victoria University of Wellington,"Wellington, New Zealand"
Bachelor of Health and Physical Education,University of Wollongong,"Wollongong, Australia"
"Bachelor of Science, Criminology and Psychological Studies",Western Sydney University,"Sydney, Australia"
Bachelor of Languages and International Business,University of New England,"Armidale, Australia"
Bachelor of Health Science in Managing Care of Older Person,Auckland University of Technology,"Auckland, New Zealand"
Bachelor of Business (Honours) (Accountancy),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Business (Public Relations),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Design - International (Architecture),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Design (Interior Architecture),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Design (Landscape Architecture),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Engineering (Honours) (Medical),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Medical Imaging (Honours),Queensland University of Technology (QUT),"Brisbane, Australia"
"Natural Resources, Energy and the Environment (After Degree)",University of Alberta,"Edmonton, Canada"
Bachelor of Arts (English),Massey University,"Palmerston North, New Zealand"
Bachelor of Science (Nutrition and Food Sciences),Western Sydney University,"Sydney, Australia"
Bachelor of Commerce (BCom) in Accounting,University of Auckland,"Auckland, New Zealand"
Bachelor of Public Health and Health Promotion (Honours),Deakin University,"Melbourne (Australia), Australia"
Bachelor of Digital Media (Honours),Griffith University,"Gold Coast, Australia"
Bachelor of Business (Honours) (Finance),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Nutrition and Dietetics (Honours),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Business Management Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
"Bachelor of Arts (Law, Policy and Politics)",University of South Australia,"Adelaide, Australia"
"Bachelor of Science (Psychology), Bachelor of Commerce (Human Resource Management and Industrial Relations)",Curtin University,"Perth, Australia"
Bachelor of Information Technology (Networking and Cybersecurity),University of South Australia,"Adelaide, Australia"
Bachelor of Information Technology (Networking and Cybersecurity),University of South Australia,"Adelaide, Australia"
Bachelor of Applied Biology Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
Bachelor of Science (Ecotourism) Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
Bachelor of Medical and Health Sciences,University of Wollongong,"Wollongong, Australia"
Bachelor of Business (Financial Planning),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Design - International (Fashion),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Fine Arts (Dance),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Fine Arts (Music),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Science (Biological Sciences),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Clinical Exercise Physiology,Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Design (Visual Communication),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Business Administration and Arts with a Major in Japanese Studies,Macquarie University,"Sydney, Australia"
Bachelor of Arts (Classical Studies),Massey University,"Palmerston North, New Zealand"
Bachelor of Commerce (BCom) majoring in Economics,The University of Canterbury,"Christchurch, New Zealand"
Bachelor of Sustainable Agriculture and Food Security,Western Sydney University,"Sydney, Australia"
Bachelor of Applied Management (Supply Chain Logistics),Ara Institute of Canterbury,"Christchurch, New Zealand"
Bachelor of Fine Arts (Acting),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Fine Arts (Animation),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Fine Arts (Drama),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Design (BDes) major in Interior Design,Raffles Design Institute Hong Kong,"Hong Kong, China"
Bachelor of Information Technology (Honours),Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Arts (BA) in Pacific Studies,Victoria University of Wellington,"Wellington, New Zealand"
Bachelor of Information Technology (Information Systems Development),University of Southern Queensland,"Toowoomba, Australia"
Bachelor of Arts (History and Global Politics),University of South Australia,"Adelaide, Australia"
Bachelor of Arts - General Studies,Saint Mary's University,"Halifax, Canada"
Bachelor of Arts (OpenUnis CSP),Curtin University,"Perth, Australia"
Bachelor of Arts (BA) majoring in Te Reo Maori,The University of Canterbury,"Christchurch, New Zealand"
